"","subject","action","acceleration_measurements","mean_value"
"809","29","WALKING_DOWNSTAIRS","stdAccelerationYaxis",-0.12246346700625
"810","30","WALKING_DOWNSTAIRS","stdAccelerationYaxis",-0.0272628077709677
"811","2","SITTING","stdAccelerationYaxis",-0.950704499130435
"812","4","SITTING","stdAccelerationYaxis",-0.89022398108
"813","9","SITTING","stdAccelerationYaxis",-0.875141405
"814","10","SITTING","stdAccelerationYaxis",-0.917979529962963
"815","12","SITTING","stdAccelerationYaxis",-0.92858124
"816","13","SITTING","stdAccelerationYaxis",-0.938967741632653
"817","18","SITTING","stdAccelerationYaxis",-0.974928131052632
"818","20","SITTING","stdAccelerationYaxis",-0.93612270469697
"819","24","SITTING","stdAccelerationYaxis",-0.956255962058824
"820","1","SITTING","stdAccelerationYaxis",-0.922618641914894
"821","3","SITTING","stdAccelerationYaxis",-0.856617812115385
"822","5","SITTING","stdAccelerationYaxis",-0.904335121022727
"823","6","SITTING","stdAccelerationYaxis",-0.923682131090909
"824","7","SITTING","stdAccelerationYaxis",-0.909454698541667
"825","8","SITTING","stdAccelerationYaxis",-0.927331997021739
"826","11","SITTING","stdAccelerationYaxis",-0.921402118113208
"827","14","SITTING","stdAccelerationYaxis",-0.914935703907407
"828","15","SITTING","stdAccelerationYaxis",-0.922407162881356
"829","16","SITTING","stdAccelerationYaxis",-0.951607872463768
"830","17","SITTING","stdAccelerationYaxis",-0.96185862984375
"831","19","SITTING","stdAccelerationYaxis",-0.950388943972603
"832","21","SITTING","stdAccelerationYaxis",-0.966877560941176
"833","22","SITTING","stdAccelerationYaxis",-0.928059133795645
"834","23","SITTING","stdAccelerationYaxis",-0.934933559264706
"835","25","SITTING","stdAccelerationYaxis",-0.947457617061538
"836","26","SITTING","stdAccelerationYaxis",-0.94079896551282
"837","27","SITTING","stdAccelerationYaxis",-0.971579125714286
"838","28","SITTING","stdAccelerationYaxis",-0.939905244861111
"839","29","SITTING","stdAccelerationYaxis",-0.963222497833333
"840","30","SITTING","stdAccelerationYaxis",-0.937857000806452
"841","2","STANDING","stdAccelerationYaxis",-0.957304989259259
"842","4","STANDING","stdAccelerationYaxis",-0.86159737875
"843","9","STANDING","stdAccelerationYaxis",-0.938635759333333
"844","10","STANDING","stdAccelerationYaxis",-0.919561843409091
"845","12","STANDING","stdAccelerationYaxis",-0.923140254098361
"846","13","STANDING","stdAccelerationYaxis",-0.949422439473684
"847","18","STANDING","stdAccelerationYaxis",-0.95422343630137
"848","20","STANDING","stdAccelerationYaxis",-0.87541041109589
"849","24","STANDING","stdAccelerationYaxis",-0.936871974347826
"850","1","STANDING","stdAccelerationYaxis",-0.973190056415094
"851","3","STANDING","stdAccelerationYaxis",-0.893449307213115
"852","5","STANDING","stdAccelerationYaxis",-0.869439913392857
"853","6","STANDING","stdAccelerationYaxis",-0.921493191754386
"854","7","STANDING","stdAccelerationYaxis",-0.923400921886792
"855","8","STANDING","stdAccelerationYaxis",-0.938479429074074
"856","11","STANDING","stdAccelerationYaxis",-0.964173331702128
"857","14","STANDING","stdAccelerationYaxis",-0.928525725333333
"858","15","STANDING","stdAccelerationYaxis",-0.931900148301887
"859","16","STANDING","stdAccelerationYaxis",-0.960298267692308
"860","17","STANDING","stdAccelerationYaxis",-0.968176663717949
"861","19","STANDING","stdAccelerationYaxis",-0.944430270684931
"862","21","STANDING","stdAccelerationYaxis",-0.943601625393258
"863","22","STANDING","stdAccelerationYaxis",-0.922693288412698
"864","23","STANDING","stdAccelerationYaxis",-0.9584444925
"865","25","STANDING","stdAccelerationYaxis",-0.954569225945946
"866","26","STANDING","stdAccelerationYaxis",-0.949466155405405
"867","27","STANDING","stdAccelerationYaxis",-0.955171419
"868","28","STANDING","stdAccelerationYaxis",-0.875689216835443
"869","29","STANDING","stdAccelerationYaxis",-0.969295721076923
"870","30","STANDING","stdAccelerationYaxis",-0.891654527118644
"871","2","LAYING","stdAccelerationYaxis",-0.98027739875
"872","4","LAYING","stdAccelerationYaxis",-0.941714042407407
"873","9","LAYING","stdAccelerationYaxis",-0.9162927764
"874","10","LAYING","stdAccelerationYaxis",-0.946454302068966
"875","12","LAYING","stdAccelerationYaxis",-0.949072009333333
"876","13","LAYING","stdAccelerationYaxis",-0.950947949516129
"877","18","LAYING","stdAccelerationYaxis",-0.986160920923077
"878","20","LAYING","stdAccelerationYaxis",-0.964098180294118
"879","24","LAYING","stdAccelerationYaxis",-0.983126461944444
"880","1","LAYING","stdAccelerationYaxis",-0.83682740562
"881","3","LAYING","stdAccelerationYaxis",-0.962057544516129
"882","5","LAYING","stdAccelerationYaxis",-0.969295613269231
"883","6","LAYING","stdAccelerationYaxis",-0.924644826385965
"884","7","LAYING","stdAccelerationYaxis",-0.926262668653846
"885","8","LAYING","stdAccelerationYaxis",-0.93489116
"886","11","LAYING","stdAccelerationYaxis",-0.972196873859649
"887","14","LAYING","stdAccelerationYaxis",-0.909697040980392
"888","15","LAYING","stdAccelerationYaxis",-0.962759422361111
"889","16","LAYING","stdAccelerationYaxis",-0.943061150285714
"890","17","LAYING","stdAccelerationYaxis",-0.944792875211268
"891","19","LAYING","stdAccelerationYaxis",-0.973449968554217
"892","21","LAYING","stdAccelerationYaxis",-0.956959422222222
"893","22","LAYING","stdAccelerationYaxis",-0.913276301666667
"894","23","LAYING","stdAccelerationYaxis",-0.976309827361111
"895","25","LAYING","stdAccelerationYaxis",-0.691770680561644
"896","26","LAYING","stdAccelerationYaxis",-0.983231351842105
"897","27","LAYING","stdAccelerationYaxis",-0.983736043783784
"898","28","LAYING","stdAccelerationYaxis",-0.945386780375
"899","29","LAYING","stdAccelerationYaxis",-0.990240946666667
"900","30","LAYING","stdAccelerationYaxis",-0.954201823857143
"901","2","WALKING","stdAccelerationZaxis",-0.425257524915254
"902","4","WALKING","stdAccelerationZaxis",-0.586252806833333
"903","9","WALKING","stdAccelerationZaxis",-0.0579636469030769
"904","10","WALKING","stdAccelerationZaxis",-0.395645072075472
"905","12","WALKING","stdAccelerationZaxis",-0.4106060626
"906","13","WALKING","stdAccelerationZaxis",-0.220503537026316
"907","18","WALKING","stdAccelerationZaxis",-0.428348061071429
"908","20","WALKING","stdAccelerationZaxis",-0.228734217372549
"909","24","WALKING","stdAccelerationZaxis",-0.288840016206897
"910","1","WALKING","stdAccelerationZaxis",-0.260027902210526
"911","3","WALKING","stdAccelerationZaxis",-0.387411994310345
"912","5","WALKING","stdAccelerationZaxis",-0.45702143625
"913","6","WALKING","stdAccelerationZaxis",-0.504324207192982
"914","7","WALKING","stdAccelerationZaxis",0.159631283261403
"915","8","WALKING","stdAccelerationZaxis",-0.1420885318125
"916","11","WALKING","stdAccelerationZaxis",-0.530626311355932
"917","14","WALKING","stdAccelerationZaxis",0.0518841040022034
"918","15","WALKING","stdAccelerationZaxis",-0.518932634814815
"919","16","WALKING","stdAccelerationZaxis",-0.159799790235294
"920","17","WALKING","stdAccelerationZaxis",-0.265824489180328
"921","19","WALKING","stdAccelerationZaxis",-0.13947794235
"922","21","WALKING","stdAccelerationZaxis",-0.16868872575
"923","22","WALKING","stdAccelerationZaxis",-0.213351968804348
"924","23","WALKING","stdAccelerationZaxis",0.164220685383051
"925","25","WALKING","stdAccelerationZaxis",-0.437133403243243
"926","26","WALKING","stdAccelerationZaxis",-0.333486502542373
"927","27","WALKING","stdAccelerationZaxis",-0.297318273508772
"928","28","WALKING","stdAccelerationZaxis",-0.300928395925926
"929","29","WALKING","stdAccelerationZaxis",-0.242828038264151
"930","30","WALKING","stdAccelerationZaxis",-0.120476783907692
"931","2","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.112121021220833
"932","4","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.372137777692308
"933","9","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.253434083542857
"934","10","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.0738744931340426
"935","12","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.436697425576923
"936","13","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.217210568085455
"937","18","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.31437339137931
"938","20","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.229249455098039
"939","24","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.255601012881356
"940","1","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.0194792388471698
"941","3","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.369754604067797
"942","5","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.308938978787234
"943","6","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.353519514896078
"944","7","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.145665025639216
"945","8","WALKING_UPSTAIRS","stdAccelerationZaxis",0.121187278790244
"946","11","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.203369399185185
"947","14","WALKING_UPSTAIRS","stdAccelerationZaxis",0.609017879074074
"948","15","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.379717488104167
"949","16","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.129283825721569
"950","17","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.230220954239583
"951","19","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.1904685504575
"952","21","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.219707928574468
"953","22","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.109613216345238
"954","23","WALKING_UPSTAIRS","stdAccelerationZaxis",0.10080118935098
"955","25","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.296523975076923
"956","26","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.404596936545455
"957","27","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.23070787672549
"958","28","WALKING_UPSTAIRS","stdAccelerationZaxis",-0.28598691372549
"959","29","WALKING_UPSTAIRS","stdAccelerationZaxis",0.0995443502346939
"960","30","WALKING_UPSTAIRS","stdAccelerationZaxis",0.0249468034966154
"961","2","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.10283790806383
"962","4","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.479185977111111
"963","9","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.00771530035714285
"964","10","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.183557562032895
"965","12","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.425017413478261
"966","13","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.158333146191489
"967","18","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.418610127454545
"968","20","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.160938536488889
"969","24","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.205566380745455
"970","1","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.230434213204082
"971","3","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.362240245489796
"972","5","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.325891435319149
"973","6","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.320204232520417
"974","7","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.0636402447755319
"975","8","WALKING_DOWNSTAIRS","stdAccelerationZaxis",0.1337170395
"976","11","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.324026938043478
"977","14","WALKING_DOWNSTAIRS","stdAccelerationZaxis",0.451576075111111
"978","15","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.281982181666667
"979","16","WALKING_DOWNSTAIRS","stdAccelerationZaxis",0.0114353944787234
"980","17","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.231064156615217
"981","19","WALKING_DOWNSTAIRS","stdAccelerationZaxis",0.049322451025641
"982","21","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.0717893558666667
"983","22","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.325722718055556
"984","23","WALKING_DOWNSTAIRS","stdAccelerationZaxis",0.229898742944444
"985","25","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.457972381896552
"986","26","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.284807676
"987","27","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.240040783340909
"988","28","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.341031811521739
"989","29","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.223177999879167
"990","30","WALKING_DOWNSTAIRS","stdAccelerationZaxis",-0.217275690290323
"991","2","SITTING","stdAccelerationZaxis",-0.95982817173913
"992","4","SITTING","stdAccelerationZaxis",-0.9322030066
"993","9","SITTING","stdAccelerationZaxis",-0.83200187268
"994","10","SITTING","stdAccelerationZaxis",-0.967826981666667
"995","12","SITTING","stdAccelerationZaxis",-0.939661889019608
"996","13","SITTING","stdAccelerationZaxis",-0.938641215510204
"997","18","SITTING","stdAccelerationZaxis",-0.977572717017544
"998","20","SITTING","stdAccelerationZaxis",-0.929106396818182
"999","24","SITTING","stdAccelerationZaxis",-0.957056111470588
"1000","1","SITTING","stdAccelerationZaxis",-0.93958629106383
"1001","3","SITTING","stdAccelerationZaxis",-0.875110175384615
"1002","5","SITTING","stdAccelerationZaxis",-0.926094740227273
"1003","6","SITTING","stdAccelerationZaxis",-0.925797097090909
"1004","7","SITTING","stdAccelerationZaxis",-0.8565329414375
"1005","8","SITTING","stdAccelerationZaxis",-0.939553030217391
"1006","11","SITTING","stdAccelerationZaxis",-0.968370181886792
"1007","14","SITTING","stdAccelerationZaxis",-0.922774835740741
"1008","15","SITTING","stdAccelerationZaxis",-0.949338025084746
"1009","16","SITTING","stdAccelerationZaxis",-0.939672247101449
"1010","17","SITTING","stdAccelerationZaxis",-0.96572919578125
"1011","19","SITTING","stdAccelerationZaxis",-0.951929615068493
"1012","21","SITTING","stdAccelerationZaxis",-0.959567861764706
"1013","22","SITTING","stdAccelerationZaxis",-0.917564853870968
"1014","23","SITTING","stdAccelerationZaxis",-0.905584390323529
"1015","25","SITTING","stdAccelerationZaxis",-0.965139552153846
"1016","26","SITTING","stdAccelerationZaxis",-0.950004414102564
"1017","27","SITTING","stdAccelerationZaxis",-0.965858735142857
"1018","28","SITTING","stdAccelerationZaxis",-0.936667245694444
"1019","29","SITTING","stdAccelerationZaxis",-0.968063878166667
"1020","30","SITTING","stdAccelerationZaxis",-0.950654041290323
"1021","2","STANDING","stdAccelerationZaxis",-0.949741851296296
"1022","4","STANDING","stdAccelerationZaxis",-0.896880538392857
"1023","9","STANDING","stdAccelerationZaxis",-0.919295805777778
"1024","10","STANDING","stdAccelerationZaxis",-0.941271440454545
"1025","12","STANDING","stdAccelerationZaxis",-0.920684800114754
"1026","13","STANDING","stdAccelerationZaxis",-0.967538031754386
"1027","18","STANDING","stdAccelerationZaxis",-0.961873909178082
"1028","20","STANDING","stdAccelerationZaxis",-0.913142481643836
"1029","24","STANDING","stdAccelerationZaxis",-0.930283530144928
"1030","1","STANDING","stdAccelerationZaxis",-0.979775876981132
"1031","3","STANDING","stdAccelerationZaxis",-0.911419015081967
"1032","5","STANDING","stdAccelerationZaxis",-0.869327321785714
"1033","6","STANDING","stdAccelerationZaxis",-0.925692371929825
"1034","7","STANDING","stdAccelerationZaxis",-0.917064168490566
"1035","8","STANDING","stdAccelerationZaxis",-0.926065255185185
"1036","11","STANDING","stdAccelerationZaxis",-0.986382712765957
"1037","14","STANDING","stdAccelerationZaxis",-0.9222763115
"1038","15","STANDING","stdAccelerationZaxis",-0.951670257924528
"1039","16","STANDING","stdAccelerationZaxis",-0.953468961666667
"1040","17","STANDING","stdAccelerationZaxis",-0.970462679230769
"1041","19","STANDING","stdAccelerationZaxis",-0.952599653972603
"1042","21","STANDING","stdAccelerationZaxis",-0.946123407078652
"1043","22","STANDING","stdAccelerationZaxis",-0.942201655238095
"1044","23","STANDING","stdAccelerationZaxis",-0.929409745147059
"1045","25","STANDING","stdAccelerationZaxis",-0.964642688108108
"1046","26","STANDING","stdAccelerationZaxis",-0.962988401351351
"1047","27","STANDING","stdAccelerationZaxis",-0.962408444875
"1048","28","STANDING","stdAccelerationZaxis",-0.905123824177215
"1049","29","STANDING","stdAccelerationZaxis",-0.980207488923077
"1050","30","STANDING","stdAccelerationZaxis",-0.912850596949152
"1051","2","LAYING","stdAccelerationZaxis",-0.984233296875
"1052","4","LAYING","stdAccelerationZaxis",-0.962667314814815
"1053","9","LAYING","stdAccelerationZaxis",-0.9407072854
"1054","10","LAYING","stdAccelerationZaxis",-0.95947148637931
"1055","12","LAYING","stdAccelerationZaxis",-0.9483338435
"1056","13","LAYING","stdAccelerationZaxis",-0.950392995483871
"1057","18","LAYING","stdAccelerationZaxis",-0.987658662307692
"1058","20","LAYING","stdAccelerationZaxis",-0.972571998382353
"1059","24","LAYING","stdAccelerationZaxis",-0.973566958888889
"1060","1","LAYING","stdAccelerationZaxis",-0.826061401628
"1061","3","LAYING","stdAccelerationZaxis",-0.96369103483871
"1062","5","LAYING","stdAccelerationZaxis",-0.968562516346154
"1063","6","LAYING","stdAccelerationZaxis",-0.925216100350877
"1064","7","LAYING","stdAccelerationZaxis",-0.952978365961539
"1065","8","LAYING","stdAccelerationZaxis",-0.932491454407407
"1066","11","LAYING","stdAccelerationZaxis",-0.971311176842105
"1067","14","LAYING","stdAccelerationZaxis",-0.900331921686275
"1068","15","LAYING","stdAccelerationZaxis",-0.929586835277778
"1069","16","LAYING","stdAccelerationZaxis",-0.965490276285714
"1070","17","LAYING","stdAccelerationZaxis",-0.953476700140845
"1071","19","LAYING","stdAccelerationZaxis",-0.984672837228916
"1072","21","LAYING","stdAccelerationZaxis",-0.945653787777778
"1073","22","LAYING","stdAccelerationZaxis",-0.942945807916667
"1074","23","LAYING","stdAccelerationZaxis",-0.973223495416667
"1075","25","LAYING","stdAccelerationZaxis",-0.717262004013699
"1076","26","LAYING","stdAccelerationZaxis",-0.984500013157895
"1077","27","LAYING","stdAccelerationZaxis",-0.986636996081081
"1078","28","LAYING","stdAccelerationZaxis",-0.956450342875
"1079","29","LAYING","stdAccelerationZaxis",-0.987255149855072
"1080","30","LAYING","stdAccelerationZaxis",-0.967044236428571
